id,evo_id,data,nivel,nivel_ordem,origem,created_at
367,1241659,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
368,1241703,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
369,1241709,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
370,1241725,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
371,1241751,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
372,1241754,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
373,1241764,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
374,1241831,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
375,1241843,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
376,1241903,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
377,1242353,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
378,1242531,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
379,1242543,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
380,1242765,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
381,1242801,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
382,1242839,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
383,1242963,2025-12-21,4C,42,sync_clientes,2025-12-21 09:13:45
384,1243065,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
385,1243068,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
386,1243090,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
387,1243094,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
388,1243103,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
389,1243113,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
390,1243118,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
391,1243172,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
392,1243289,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
393,1243294,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
394,1243297,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
395,1243370,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
396,1243376,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
397,1243444,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
398,1243467,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
399,1243603,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
400,1243647,2025-12-21,4B,41,sync_clientes,2025-12-21 09:13:45
401,1243826,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
402,1243918,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
403,1244124,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
404,1244136,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
405,1244231,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
406,1247308,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
407,1247450,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
408,1248094,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
409,1249878,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
410,1250010,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
411,1250018,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
412,1250060,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
413,1250102,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
414,1250110,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
415,1250489,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
416,1250530,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
417,1250624,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
418,1250630,2025-12-21,4B,41,sync_clientes,2025-12-21 09:13:45
419,1250704,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
420,1250757,2025-12-21,4B,41,sync_clientes,2025-12-21 09:13:45
421,1250763,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
422,1250894,2025-12-21,4B,41,sync_clientes,2025-12-21 09:13:45
423,1250897,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
424,1250912,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
425,1250914,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
426,1251035,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
427,1251120,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
428,1251122,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
429,1251157,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
430,1251272,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
431,1251280,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
432,1251284,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
433,1251287,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
434,1251295,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
435,1251297,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
436,1251298,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
437,1251315,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
438,1251320,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
439,1251324,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
440,1251328,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
441,1251329,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
442,1251330,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
443,1251336,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
444,1251337,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
445,1251345,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
446,1251351,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
447,1251352,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
448,1251355,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
449,1251371,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
450,1251383,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
451,1251428,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
452,1251436,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
453,1251437,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
454,1251446,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
455,1251460,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
456,1251496,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
457,1251631,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
458,1251633,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
459,1251650,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
460,1251659,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
461,1251697,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
462,1251734,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
463,1251759,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
464,1251790,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
465,1251832,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
466,1251843,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
467,1251846,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
468,1251900,2025-12-21,4B,41,sync_clientes,2025-12-21 09:13:45
469,1251933,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
470,1251935,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
471,1251937,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
472,1251942,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
473,1251946,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
474,1251947,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
475,1251952,2025-12-21,4B,41,sync_clientes,2025-12-21 09:13:45
476,1251953,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
477,1251968,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
478,1251969,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
479,1252001,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
480,1252006,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
481,1252009,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
482,1252011,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
483,1252014,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
484,1252036,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
485,1252042,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
486,1252053,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
487,1252060,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
488,1252066,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
489,1252082,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
490,1252088,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
491,1252138,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
492,1252142,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
493,1252146,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
494,1252147,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
495,1252159,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
496,1252174,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
497,1252206,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
498,1252222,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
499,1252234,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
500,1252236,2025-12-21,4B,41,sync_clientes,2025-12-21 09:13:45
501,1252237,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
502,1252268,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
503,1252293,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
504,1252398,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
505,1252410,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
506,1252413,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
507,1252453,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
508,1252454,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
509,1252458,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
510,1252459,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
511,1252465,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
512,1252468,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
513,1252475,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
514,1252479,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
515,1252480,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
516,1252484,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
517,1252510,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
518,1252516,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
519,1252525,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
520,1252571,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
521,1252575,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
522,1252616,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
523,1252653,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
524,1252660,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
525,1252692,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
526,1252895,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
527,1252916,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
528,1252924,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
529,1253100,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
530,1253132,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
531,1253187,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
532,1253188,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
533,1253194,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
534,1253196,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
535,1253197,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
536,1253247,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
537,1253248,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
538,1253308,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
539,1253438,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
540,1253451,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
541,1253468,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
542,1253501,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
543,1253535,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
544,1253539,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
545,1253549,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
546,1253572,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
547,1253580,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
548,1253593,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
549,1253605,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
550,1253607,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
551,1253622,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
552,1253629,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
553,1253630,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
554,1253632,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
555,1253637,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
556,1253703,2025-12-21,4B,41,sync_clientes,2025-12-21 09:13:45
557,1253724,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
558,1253756,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
559,1253761,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
560,1253763,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
561,1253765,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
562,1253766,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
563,1253767,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
564,1253768,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
565,1253769,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
566,1253771,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
567,1253778,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
568,1253788,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
569,1253789,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
570,1253790,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
571,1253799,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
572,1253801,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
573,1253804,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
574,1253805,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
575,1253846,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
576,1253879,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
577,1253989,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
578,1253998,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
579,1254001,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
580,1254021,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
581,1254023,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
582,1254030,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
583,1254045,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
584,1254046,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
585,1254054,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
586,1254061,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
587,1254090,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
588,1254092,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
589,1254102,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
590,1254118,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
591,1254126,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
592,1254128,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
593,1254142,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
594,1254152,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
595,1254155,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
596,1254160,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
597,1254371,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
598,1254377,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
599,1254395,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
600,1254488,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
601,1254492,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
602,1254517,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
603,1254521,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
604,1255158,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
605,1255193,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
606,1255223,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
607,1255243,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
608,1255521,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
609,1255542,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
610,1255546,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
611,1255616,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
612,1255679,2025-12-21,4C,42,sync_clientes,2025-12-21 09:13:45
613,1255711,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
614,1255715,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
615,1255767,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
616,1255930,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
617,1256244,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
618,1256269,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
619,1256325,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
620,1256385,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
621,1256458,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
622,1256532,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
623,1256538,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
624,1256543,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
625,1256550,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
626,1256644,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
627,1256647,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
628,1256785,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
629,1256821,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
630,1256843,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
631,1257896,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
632,1257907,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
633,1257911,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
634,1257933,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
635,1257938,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
636,1257940,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
637,1258137,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
638,1258154,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
639,1258189,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
640,1258213,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
641,1258237,2025-12-21,4A,40,sync_clientes,2025-12-21 09:13:45
642,1258241,2025-12-21,4B,41,sync_clientes,2025-12-21 09:13:45
643,1258245,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
644,1258351,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
645,1258398,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
646,1258514,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
647,1258591,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
648,1258607,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
649,1258610,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
650,1258612,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
651,1259045,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
652,1259342,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
653,1259343,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
654,1259431,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
655,1259441,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
656,1259462,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
657,1259501,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
658,1259504,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
659,1259516,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
660,1259528,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
661,1259539,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
662,1259547,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
663,1259548,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
664,1259552,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
665,1259596,2025-12-21,4B,41,sync_clientes,2025-12-21 09:13:45
666,1259600,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
667,1259604,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
668,1259605,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
669,1259607,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
670,1259608,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
671,1259611,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
672,1259618,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
673,1259631,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
674,1259642,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
675,1259646,2025-12-21,4B,41,sync_clientes,2025-12-21 09:13:45
676,1260061,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
677,1260063,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
678,1260069,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
679,1260094,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
680,1260110,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
681,1260111,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
682,1260120,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
683,1260128,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
684,1260158,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
685,1260242,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
686,1260387,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
687,1260593,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
688,1260601,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
689,1260607,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
690,1260609,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
691,1260625,2025-12-21,4C,42,sync_clientes,2025-12-21 09:13:45
692,1260685,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
693,1260711,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
694,1260912,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
695,1260924,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
696,1261121,2025-12-21,3A,30,sync_clientes,2025-12-21 09:13:45
697,1261237,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
698,1261275,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
699,1261276,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
700,1261282,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
701,1261330,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
702,1261332,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
703,1261363,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
704,1261397,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
705,1261406,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
706,1261426,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
707,1261432,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
708,1261582,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
709,1261629,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
710,1261635,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
711,1261679,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
712,1261681,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
713,1261683,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
714,1261685,2025-12-21,1A,10,sync_clientes,2025-12-21 09:13:45
715,1261686,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
716,1261695,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
717,1261810,2025-12-21,4B,41,sync_clientes,2025-12-21 09:13:45
718,1261906,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
719,1261921,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
720,1262400,2025-12-21,3B,31,sync_clientes,2025-12-21 09:13:45
721,1262402,2025-12-21,4B,41,sync_clientes,2025-12-21 09:13:45
722,1262421,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
723,1262422,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
724,1262426,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
725,1262427,2025-12-21,3C,32,sync_clientes,2025-12-21 09:13:45
726,1262524,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
727,1262550,2025-12-21,1B,11,sync_clientes,2025-12-21 09:13:45
728,1262551,2025-12-21,1C,12,sync_clientes,2025-12-21 09:13:45
729,1262631,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
730,1262648,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
731,1262737,2025-12-21,2B,21,sync_clientes,2025-12-21 09:13:45
732,1262788,2025-12-21,2C,22,sync_clientes,2025-12-21 09:13:45
733,1262885,2025-12-21,2A,20,sync_clientes,2025-12-21 09:13:45
